Abbreviation,Taxonomy ID,relevant taxonomy,Scientific name,Lineage.set,BUSCO_completeness,BUSCO_single,BUSCO_duplicated,BUSCO_fragmented,BUSCO_missing,PreLECASubset,Download location,Ref,Download date proteome,fasta_header_type,proteome_fasta_file,Genome/transcriptome,Genome_location,SMC2,SMC4,CAPH,CAPG,CAPD2,CAPH2,CAPG2,CAPD3,SMC1,SMC3,Scc1,Rec8,Scc3,PDS5,NIPBL,MAU2,WAPL,Eco1,Securin,Sororin,Haspin,Shugoshin,Separase,CTCF,SMC5,SMC6,Nse4,Nse1,Nse3,Nse2,Nse5,Nse6
BIGNAT,227086,Rhizaria,Bigelowiella natans,eukaryota_odb123,73.46153846,,,11.15384615,15.38461538,True,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/bigelowiella_natans/pep/Bigelowiella_natans.Bigna1.pep.all.fa.gz,,euk4,ensembl,Bigelowiella_natans.Bigna1.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/bigelowiella_natans/dna/Bigelowiella_natans.Bigna1.dna.toplevel.fa.gz,BIGNAT000119,BIGNAT007280,BIGNAT018768;BIGNAT018769,BIGNAT001554;BIGNAT001552,BIGNAT015897,BIGNAT009806,BIGNAT005846,BIGNAT010017,BIGNAT009824,,BIGNAT007867,BIGNAT006811,BIGNAT014631,BIGNAT008446;BIGNAT008445,BIGNAT016621,BIGNAT014179,BIGNAT000078,BIGNAT001666,BIGNAT012339,,,,BIGNAT013632,,BIGNAT010358,BIGNAT003889;BIGNAT019959,BIGNAT018506,BIGNAT014598,BIGNAT010060,BIGNAT021206,,BIGNAT008499;BIGNAT013838
MATSPE,1004929,Rhizaria,Mataza sp D1,eukaryota_odb124,77.90697674,,,9.302325581,12.79069767,False,EukProt,,20220328,eukprot,EP00462_Mataza_sp_D1.fasta,transcriptome,,MATSPE021239,MATSPE022294,MATSPE021252,MATSPE019622,MATSPE023233,MATSPE011289,MATSPE018077,MATSPE019106,MATSPE000492,MATSPE019817,MATSPE001103,,MATSPE004764;MATSPE003717;MATSPE003106;MATSPE004560,MATSPE006709,MATSPE007922;MATSPE022973,,MATSPE022739,MATSPE006204;MATSPE004730,MATSPE019233,,,,MATSPE008347;MATSPE009100;MATSPE014170,,MATSPE021349,MATSPE004607,MATSPE008814,MATSPE007546,MATSPE013475,MATSPE003280,,MATSPE018382
PAUCHR,39717,Rhizaria,Paulinella chromatophora,eukaryota_odb125,79.62264151,,,12.0754717,8.301886792,False,EukProt,,20220328,eukprot,EP00457_Paulinella_chromatophora.fasta,genome,http://cyanophora.rutgers.edu/P_micropora/Paulinella_micropora_KR01_GenomeScaffolds.fasta.gz,PAUCHR011777;PAUCHR001467,PAUCHR000376,PAUCHR004756;PAUCHR013891,PAUCHR000599,PAUCHR000368,PAUCHR001918,PAUCHR007024,PAUCHR018448;PAUCHR004519;PAUCHR016996;PAUCHR019790,PAUCHR008740;PAUCHR001374,PAUCHR001028;PAUCHR025095,PAUCHR022932;PAUCHR004429,,PAUCHR000658,PAUCHR000461,PAUCHR000129;PAUCHR014830,,PAUCHR014774;PAUCHR010764,PAUCHR023102;PAUCHR013854;PAUCHR013208,PAUCHR013284,,,,PAUCHR000910;PAUCHR005726,,PAUCHR000931,PAUCHR000625,PAUCHR007345,PAUCHR007956;PAUCHR027212,PAUCHR013696,PAUCHR013402,,
BICSPE,2623647,Stramenopiles,Bicosoecida sp ms1,eukaryota_odb126,47.45098039,,,18.03921569,34.50980392,False,EukProt,,20220328,eukprot,EP00500_Bicosoecida_sp_ms1.fasta,transcriptome,,,,,,,,,,BICSPE011658,BICSPE012858;BICSPE009343,BICSPE014102,,BICSPE012550,BICSPE008866;BICSPE009494,BICSPE010088,,BICSPE008441,BICSPE007169,,,,,,,BICSPE006333,BICSPE013137,BICSPE001668,BICSPE009256,,,,
HALSEO,357350,Stramenopiles,Halocafeteria seosinensis,eukaryota_odb127,84.70149254,,,4.850746269,10.44776119,True,EukProt,,20220328,eukprot,EP01138_Halocafeteria_seosinensis.fasta,transcriptome,,HALSEO008016,HALSEO014156,,HALSEO005149,HALSEO000945,HALSEO013316,HALSEO005941,HALSEO008286,HALSEO004483;HALSEO004485;HALSEO004484;HALSEO004482,HALSEO013927,HALSEO010567,,HALSEO011450,HALSEO009211,HALSEO001974,,HALSEO010447,HALSEO003118,,,,,HALSEO008948,,HALSEO005851;HALSEO005855,HALSEO008759,HALSEO000054,HALSEO004537,HALSEO014901;HALSEO003492,HALSEO005752,,HALSEO009111
HALSPE,2893282,Stramenopiles,Haloplacidia sp CaronLabIsolate,eukaryota_odb128,64.31372549,,,11.76470588,23.92156863,False,EukProt,,20220328,eukprot,EP00499_Haloplacidia_sp_CaronLabIsolate.fasta,transcriptome,,HALSPE006288;HALSPE004786,HALSPE006510;HALSPE011020,,HALSPE011994;HALSPE004827;HALSPE012787,HALSPE003779,,,,HALSPE000361;HALSPE009631,HALSPE000036;HALSPE013191,HALSPE005837;HALSPE015804,,HALSPE000487,HALSPE000457;HALSPE014409;HALSPE007336,HALSPE015641,,,,,,,,,,HALSPE009891;HALSPE013545;HALSPE014520,HALSPE015768,HALSPE008897,,HALSPE008605,HALSPE009535,,HALSPE000808
PLATAR,1736112,Stramenopiles,Platysulcus tardus,eukaryota_odb129,71.64750958,,,10.72796935,17.62452107,False,EukProt,,20220328,eukprot,EP00753_Platysulcus_tardus.fasta,transcriptome,,PLATAR014427;PLATAR014426;PLATAR014428;PLATAR014424,PLATAR015352;PLATAR002970;PLATAR015354;PLATAR015137,PLATAR009864,PLATAR008581;PLATAR008582,PLATAR000727,PLATAR016579,PLATAR002691;PLATAR022175,PLATAR005507,PLATAR008607;PLATAR008608,PLATAR008095;PLATAR014930;PLATAR012989;PLATAR012991,PLATAR015759;PLATAR018976,,PLATAR006399;PLATAR006400,PLATAR019610;PLATAR013970,PLATAR008145;PLATAR011994,,PLATAR005360,PLATAR006401,PLATAR005267,,,,PLATAR019223,,PLATAR009646;PLATAR010378;PLATAR009647,PLATAR018596,,PLATAR010623,PLATAR010712,PLATAR000729,,PLATAR017945
MASSPE,1735725,Stramenopiles,MAST-04A sp MAST-4A-sp1,eukaryota_odb130,74.32950192,,,6.513409962,19.15708812,False,EukProt,,20220328,eukprot,EP00942_MAST-04A_sp_MAST-4A-sp1.fasta,genome,http://cyanophora.rutgers.edu/MAST4/MAST4-genome-scaffolds.fasta.gz,MASSPE011617,MASSPE004300,MASSPE003418,MASSPE007156,MASSPE006691,,,,MASSPE014391,MASSPE012496,MASSPE011790,,MASSPE010278,MASSPE012541,MASSPE000717,,MASSPE011812,,,,MASSPE009636,,MASSPE007125,,MASSPE014052,MASSPE003635;MASSPE002756,MASSPE010224,,MASSPE007998,MASSPE010829,,
AURLIM,87102,Stramenopiles,Aurantiochytrium limacinum,eukaryota_odb131,86.69201521,,,2.281368821,11.02661597,False,EukProt,,20220328,eukprot,EP00512_Aurantiochytrium_limacinum.fasta,transcriptome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/897/355/GCA_002897355.1_Aurantiochytrium_FCC1311_v1/GCA_002897355.1_Aurantiochytrium_FCC1311_v1_genomic.fna.gz,AURLIM013315,AURLIM012090,AURLIM008734;AURLIM001886,AURLIM011150,AURLIM014413;AURLIM007635,AURLIM001967,AURLIM011952,AURLIM014186,AURLIM012058,AURLIM012177,AURLIM004390,,AURLIM012752,AURLIM009534;AURLIM011905,AURLIM014341,,AURLIM001496,AURLIM005745,AURLIM006850,,,,AURLIM003618;AURLIM014802,,AURLIM011824;AURLIM011339,AURLIM010787,AURLIM002802,AURLIM000313,AURLIM009817,AURLIM001493,,AURLIM012905
HONFER,2315210,Stramenopiles,Hondaea fermentalgiana,eukaryota_odb132,87.20930233,,,2.713178295,10.07751938,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/897/355/GCA_002897355.1_Aurantiochytrium_FCC1311_v1/GCA_002897355.1_Aurantiochytrium_FCC1311_v1_protein.faa.gz,,20220419,gcf,GCA_002897355.1_Aurantiochytrium_FCC1311_v1_protein.faa,transcriptome,,HONFER009637,HONFER005427,HONFER001694,HONFER001825,HONFER002907,HONFER007602,HONFER005229,HONFER001123,HONFER007105,HONFER004290,HONFER000480,,HONFER007946,HONFER008740,HONFER000573,,HONFER009879,HONFER000652,HONFER009042,,,,HONFER011328,,HONFER010502;HONFER010503,HONFER000479,HONFER000459,HONFER007328,HONFER004303,HONFER008983,,HONFER007101
HYPCAT,42384,Stramenopiles,Hyphochytrium catenoides,eukaryota_odb133,71.04247104,,,15.83011583,13.12741313,False,https://genome.jgi.doe.gov/portal/Hypcat1/download/Hypcat1_GeneCatalog_proteins_20210814.aa.fasta.gz,,20220419,jgi,Hypcat1_GeneCatalog_proteins_20210814.aa.fasta,genome,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Hypcat1,HYPCAT010814;HYPCAT010803,HYPCAT011749;HYPCAT011750,HYPCAT015129;HYPCAT015130,HYPCAT000040,HYPCAT011690;HYPCAT011692,HYPCAT017023;HYPCAT017021;HYPCAT017022,HYPCAT000560;HYPCAT000559,HYPCAT004495;HYPCAT004496,HYPCAT004189,HYPCAT016322,HYPCAT012424,,HYPCAT005886;HYPCAT005885;HYPCAT005884,HYPCAT003223,HYPCAT011037;HYPCAT011148,HYPCAT017412,HYPCAT014962;HYPCAT014961,HYPCAT000558,HYPCAT013876,,,,HYPCAT008588,,HYPCAT013292,HYPCAT018336;HYPCAT001435;HYPCAT001433;HYPCAT001437,HYPCAT001717,HYPCAT012357,HYPCAT002555,HYPCAT016929,,HYPCAT016398
PHYINF,4787,Stramenopiles,Phytophthora infestans,eukaryota_odb134,90.45801527,,,4.580152672,4.961832061,True,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/phytophthora_infestans/pep/Phytophthora_infestans.ASM14294v1.pep.all.fa.gz,,euk4,ensembl,Phytophthora_infestans.ASM14294v1.pep.all.fa,genome,ftp.ensemblgenomes.org/pub/protists/release-53/fasta/phytophthora_infestans/dna/Phytophthora_infestans.ASM14294v1.dna.toplevel.fa.gz ,PHYINF000464,PHYINF010456,PHYINF011368,PHYINF008924,PHYINF002784,PHYINF010966,PHYINF007775,PHYINF001707,PHYINF013215,PHYINF010035,PHYINF013523,,PHYINF009079;PHYINF015327,PHYINF005195,PHYINF017362,PHYINF_EXTERNAL,PHYINF014185,PHYINF007701,PHYINF000694,,,PHYINF_EXTERNAL,PHYINF016538,,PHYINF008672,PHYINF005000;PHYINF011743,PHYINF002450,PHYINF008484,PHYINF014371,PHYINF004579,PHYINF011405_repredicted,PHYINF008098
SAPDIC,112098,Stramenopiles,Saprolegnia diclina,eukaryota_odb135,93.93939394,,,1.136363636,4.924242424,False,EukProt,,20220328,eukprot,EP00654_Saprolegnia_diclina.fasta,genome,ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/045/GCF_000281045.1_Sap_diclina_VS20_V1/GCF_000281045.1_Sap_diclina_VS20_V1_genomic.fna.gz,SAPDIC013855,SAPDIC000472,SAPDIC002400,SAPDIC014584,SAPDIC013387,SAPDIC000501,SAPDIC013618,SAPDIC001953,SAPDIC009791,SAPDIC009202,SAPDIC011358,,SAPDIC002825,SAPDIC007234,SAPDIC006296,SAPDIC010597,SAPDIC010087,SAPDIC016268,SAPDIC001968,,,,SAPDIC012457,,SAPDIC001246,SAPDIC014622,SAPDIC007987,SAPDIC017907,SAPDIC016465,SAPDIC002638,SAPDIC004249;SAPDIC014034,SAPDIC002467
PHATRI,2850,Stramenopiles,Phaeodactylum tricornutum,eukaryota_odb136,83.65758755,,,4.6692607,11.67315175,False,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/phaeodactylum_tricornutum/pep/Phaeodactylum_tricornutum.ASM15095v2.pep.all.fa.gz,,euk4,ensembl,Phaeodactylum_tricornutum.ASM15095v2.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/phaeodactylum_tricornutum/dna/Phaeodactylum_tricornutum.ASM15095v2.dna.toplevel.fa.gz,PHATRI005904,PHATRI008366,PHATRI000732,PHATRI005300,PHATRI008782,PHATRI007162,PHATRI009921,PHATRI006028,PHATRI007954,PHATRI006299,PHATRI009450,,PHATRI012058,PHATRI000035,PHATRI006996,,PHATRI011610,PHATRI007676,PHATRI004078,,,PHATRI004048,PHATRI003260,,PHATRI008419,PHATRI000952,PHATRI000776;PHATRI005716;PHATRI008693,PHATRI004874,PHATRI001844,PHATRI004729,,
NANOCE,145522,Stramenopiles,Nannochloropsis oceanica,eukaryota_odb137,91.6,,,3.0,5.4,False,https://genome.jgi.doe.gov/portal/Nanoce1779_2/download/Nanoce1779_2_all_proteins_20180119.aa.fasta.gz,https://bmcbiol.biomedcentral.com/articles/10.1186/s12915-021-01078-1,euk4,jgi,Nanoce1779_2_all_proteins_20180119.aa.fasta,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/725/GCF_000240725.1_ASM24072v1/GCF_000240725.1_ASM24072v1_genomic.fna.gz,NANOCE097135,NANOCE020570;NANOCE093428;NANOCE061700;NANOCE023331;NANOCE089945;NANOCE054661;NANOCE093441;NANOCE093430;NANOCE061699;NANOCE032542,,,,NANOCE112761;NANOCE112760;NANOCE112770;NANOCE112773;NANOCE077080,NANOCE078078;NANOCE009083,NANOCE017757;NANOCE039708;NANOCE112051;NANOCE112042,NANOCE023330;NANOCE063972,NANOCE077179;NANOCE088395;NANOCE139573;NANOCE114163;NANOCE045389;NANOCE077184,NANOCE015912;NANOCE123564;NANOCE019487;NANOCE084359;NANOCE084363;NANOCE122766;NANOCE084339;NANOCE074182;NANOCE074466,,NANOCE050164;NANOCE017967;NANOCE160534,NANOCE017998,NANOCE019101,,NANOCE018893,NANOCE002245;NANOCE091017;NANOCE065929;NANOCE066334,NANOCE113062,,,,NANOCE013695;NANOCE032607;NANOCE045814,,NANOCE046008;NANOCE120706;NANOCE064374;NANOCE064583,NANOCE015874;NANOCE102552,NANOCE018340;NANOCE021336;NANOCE178874;NANOCE030830,NANOCE111872;NANOCE017721;NANOCE159411;NANOCE159401;NANOCE159403;NANOCE058917;NANOCE111876;NANOCE159400;NANOCE111873,NANOCE015077,NANOCE016862;NANOCE058003,,NANOCE028928
CHASUB,44440,Stramenopiles,Chattonella subsalsa,eukaryota_odb138,72.90076336,,,9.923664122,17.17557252,False,EukProt,,20220328,eukprot,EP00638_Chattonella_subsalsa.fasta,transcriptome,,CHASUB006957,,,,CHASUB008470;CHASUB022136,CHASUB017991;CHASUB005553,,,CHASUB000348;CHASUB015444,CHASUB010490;CHASUB000206;CHASUB017373,CHASUB003629,,CHASUB001873,,CHASUB019919;CHASUB009431,,,CHASUB022312,CHASUB009863,,,,,,CHASUB003332;CHASUB019810;CHASUB007727;CHASUB005303,CHASUB003218,CHASUB021994;CHASUB013052;CHASUB018495;CHASUB017085,CHASUB016626,CHASUB017451;CHASUB022773,CHASUB015091,,CHASUB018834
CLAOKA,309737,Stramenopiles,Cladosiphon okamuranus,eukaryota_odb139,91.07142857,,,2.5,6.428571429,False,https://marinegenomics.oist.jp/okinawa_mozuku_s_v2/download/okinawa_mozuku_S_ver2_protein_seq.zip,,20220419,generic,okinawa_mozuku_S_ver2_protein_seq,genome,https://marinegenomics.oist.jp/okinawa_mozuku_s_v2/viewer/download?project_id=67,CLAOKA020312,CLAOKA010466,CLAOKA021172,CLAOKA019411,CLAOKA005553,CLAOKA019919,CLAOKA009387,CLAOKA012149,CLAOKA011947,CLAOKA013011,CLAOKA021879,,CLAOKA006625,CLAOKA009357,CLAOKA006244,,CLAOKA007872,CLAOKA008301,,,,CLAOKA017290_repredicted,CLAOKA012531,,CLAOKA009550,CLAOKA016265,CLAOKA006796,CLAOKA018615,CLAOKA011385,CLAOKA010287,,CLAOKA012981
COLSPE,2717461,Alveolata,Colponemidia sp Colp-10,eukaryota_odb140,93.60902256,,,2.631578947,3.759398496,True,EukProt,,20220419,eukprot,EP00742_Colponemidia_sp_Colp-10.fasta,transcriptome,,COLSPE019705;COLSPE023779;COLSPE033591;COLSPE007686,COLSPE014173;COLSPE009053,COLSPE018384;COLSPE008083,COLSPE026492;COLSPE017889;COLSPE023045;COLSPE011810,COLSPE016774;COLSPE013136;COLSPE010776,COLSPE013710,COLSPE012407,COLSPE010841,COLSPE013552;COLSPE009579,COLSPE007154;COLSPE014135,COLSPE017274;COLSPE004357,,COLSPE016288;COLSPE011401;COLSPE034617,COLSPE010816;COLSPE013318;COLSPE032911,COLSPE017847;COLSPE010652,COLSPE010142,COLSPE005927;COLSPE034382,COLSPE011541;COLSPE025447;COLSPE026485,COLSPE004286,,,,COLSPE018741;COLSPE020271,,COLSPE011821,COLSPE012836,COLSPE009317,COLSPE008977,COLSPE005870,COLSPE010617;COLSPE020866,COLSPE009892,COLSPE007562
COLVIE,1492817,Alveolata,Colponemida vietnamica,eukaryota_odb141,66.30434783,,,14.85507246,18.84057971,False,EukProt,,20220419,eukprot,EP00744_Colponema_vietnamica.fasta,transcriptome,,COLVIE035944;COLVIE010436;COLVIE032404;COLVIE036931;COLVIE041709;COLVIE009249,COLVIE008268;COLVIE031463;COLVIE014277,COLVIE010988;COLVIE030039;COLVIE017585,COLVIE012296;COLVIE016173;COLVIE014339;COLVIE026054;COLVIE032814,COLVIE026522;COLVIE010729;COLVIE024313;COLVIE031026;COLVIE041668,COLVIE018808,,,COLVIE009524;COLVIE000924;COLVIE037812;COLVIE021821,COLVIE011981,COLVIE015681,,COLVIE015322,COLVIE026059;COLVIE036118,COLVIE013258;COLVIE032773;COLVIE038143,,COLVIE024849,COLVIE031125;COLVIE032508,,,,,COLVIE004980;COLVIE021003,,COLVIE020346,COLVIE022525,COLVIE037211,COLVIE008290,,COLVIE023146,,
STECOE,5963,Alveolata,Stentor coeruleus,eukaryota_odb142,78.17109145,,,5.014749263,16.81415929,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/970/955/GCA_001970955.1_ASM197095v1/GCA_001970955.1_ASM197095v1_protein.faa.gz,,20220419,gcf,GCA_001970955.1_ASM197095v1_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/970/955/GCA_001970955.1_ASM197095v1/GCA_001970955.1_ASM197095v1_genomic.fna.gz,,STECOE023049;STECOE026436;STECOE019798,STECOE011455;STECOE011258;STECOE019923;STECOE005815;STECOE007906,STECOE019013;STECOE006655;STECOE010241,STECOE023191;STECOE010689,,,,,STECOE018354,,STECOE008728,STECOE028368,STECOE001599,STECOE025709;STECOE009021,,,,,,,,STECOE004381,,,,,,,,,
STEHIS,94289,Alveolata,Sterkiella histriomuscorum,eukaryota_odb143,76.08695652,,,4.347826087,19.56521739,False,EukProt,,20220328,eukprot,EP00347_Sterkiella_histriomuscorum.fasta,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/305/GCA_001273305.2_ASM127330v2/GCA_001273305.2_ASM127330v2_genomic.fna.gz,STEHIS007416;STEHIS004483,STEHIS007115;STEHIS021716,STEHIS021564;STEHIS017739;STEHIS005820,STEHIS001341;STEHIS020384,STEHIS015499;STEHIS012634,,,,STEHIS000387,STEHIS020799,STEHIS013824,STEHIS006967,STEHIS018121;STEHIS001751,,STEHIS014234,,STEHIS022045,,,,,,STEHIS014703,,,,,,,,,
PARTET,5888,Alveolata,Paramecium tetraurelia,eukaryota_odb144,80.48780488,,,2.7100271,16.80216802,False,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/paramecium_tetraurelia/pep/Paramecium_tetraurelia.ASM16542v1.pep.all.fa.gz,,euk4,ensembl,Paramecium_tetraurelia.ASM16542v1.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/paramecium_tetraurelia/dna/Paramecium_tetraurelia.ASM16542v1.dna.toplevel.fa.gz,PARTET022067;PARTET001725,PARTET009972;PARTET027660,PARTET001862;PARTET037519;PARTET027549;PARTET006736,PARTET032569,PARTET034124;PARTET016291;PARTET025453;PARTET022561;PARTET016392;PARTET025427,,,,PARTET012383,PARTET018086,,,PARTET030832;PARTET033553,,PARTET035971,,,,,,,,PARTET033831,,,,,,,,,
PSEPER,266149,Alveolata,Pseudocohnilembus persalinus,eukaryota_odb145,56.80933852,,,8.171206226,35.01945525,False,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/protists_alveolata1_collection/pseudocohnilembus_persalinus_gca_001447515/pep/Pseudocohnilembus_persalinus_gca_001447515.ASM144751v1.pep.all.fa.gz,,20220419,ensembl,Pseudocohnilembus_persalinus_gca_001447515.ASM144751v1.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/protists_alveolata1_collection/pseudocohnilembus_persalinus_gca_001447515/dna/Pseudocohnilembus_persalinus_gca_001447515.ASM144751v1.dna.toplevel.fa.gz,PSEPER005560,PSEPER004459,PSEPER009692;PSEPER006014;PSEPER003536,PSEPER002561,PSEPER004116;PSEPER006593;PSEPER006773,,,,PSEPER000569,PSEPER001326,,,PSEPER001485,,,,,,PSEPER002270,,,,,,,,,,,,,
TETTHE,5911,Alveolata,Tetrahymena thermophila,eukaryota_odb146,78.22878229,,,3.6900369,18.08118081,False,http://www.ciliate.org/system/downloads/4-upd-Protein-fasta-2021.fasta,,20220419,generic,4-upd-Protein-fasta-2021.fasta,genome,http://www.ciliate.org/system/downloads/1-upd-Genome-assembly.fasta,TETTHE020649,TETTHE007573,TETTHE015729;TETTHE004494;TETTHE025708;TETTHE006700;TETTHE001973,TETTHE002054,TETTHE008698;TETTHE012223,,,,TETTHE001293,TETTHE011227,TETTHE013031,TETTHE023518,TETTHE022996,TETTHE024115,TETTHE000501,,,,,,,,TETTHE011080,,,,,,,,,
PERMAR,31276,Alveolata,Perkinsus marinus,eukaryota_odb147,64.14473684,,,11.51315789,24.34210526,False,EukProt,,20220328,eukprot,EP00454_Perkinsus_marinus.fasta,transcriptome,,PERMAR008282;PERMAR008285,PERMAR020029;PERMAR020030,,,,PERMAR019461;PERMAR019942;PERMAR001061,PERMAR014826;PERMAR003854,PERMAR003833,PERMAR007032,PERMAR023381;PERMAR000553;PERMAR000555,,PERMAR011535;PERMAR011534,PERMAR020610,,,,,,,,,,PERMAR020016,,,,,,,,,
HEMSPE,135491,Alveolata,Hematodinium sp SG-2012,eukaryota_odb148,73.43173432,,,7.011070111,19.55719557,False,EukProt,,20220328,eukprot,EP00397_Hematodinium_sp_SG-2012.fasta,transcriptome,,HEMSPE003698;HEMSPE004653,HEMSPE001677,HEMSPE003951;HEMSPE004269;HEMSPE004619;HEMSPE004741;HEMSPE004539;HEMSPE005209,HEMSPE002108,HEMSPE007423,HEMSPE002136,HEMSPE003231,HEMSPE001208;HEMSPE001698,HEMSPE001026;HEMSPE004813;HEMSPE003538;HEMSPE002742;HEMSPE043774,HEMSPE002134;HEMSPE001225,HEMSPE016216;HEMSPE022951,,HEMSPE003620;HEMSPE006922,HEMSPE010372;HEMSPE009491;HEMSPE009113;HEMSPE005931;HEMSPE058954,HEMSPE000380,,,,,,,,,,,,,,,,,
CRYCOH,2866,Alveolata,Crypthecodinium cohnii,eukaryota_odb149,66.54135338,,,7.894736842,25.56390977,False,EukProt,,20220328,eukprot,EP00405_Crypthecodinium_cohnii.fasta,transcriptome,,CRYCOH013216,CRYCOH043558,CRYCOH050470,CRYCOH023165;CRYCOH040702;CRYCOH017092;CRYCOH030198,CRYCOH016151,CRYCOH042722;CRYCOH046344,CRYCOH048408;CRYCOH012754;CRYCOH057758,CRYCOH054585,CRYCOH039325;CRYCOH010185;CRYCOH039620;CRYCOH012654;CRYCOH029449,CRYCOH011649;CRYCOH022611,CRYCOH043881;CRYCOH018497,CRYCOH042009;CRYCOH022923,CRYCOH012767;CRYCOH055322;CRYCOH037129,CRYCOH008945;CRYCOH031593,CRYCOH026819;CRYCOH008021;CRYCOH049430;CRYCOH032618,,,CRYCOH055254,,,,,CRYCOH017170;CRYCOH040233,,,,,,,,,
SYMSPE,689368,Alveolata,Symbiodinium sp Y106,eukaryota_odb150,60.48951049,,,11.53846154,27.97202797,False,EukProt,,20220328,eukprot,EP00439_Symbiodinium_sp_Y106.fasta,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/297/005/GCA_003297005.1_SymA_ver_1.0/GCA_003297005.1_SymA_ver_1.0_genomic.fna.gz,SYMSPE024549;SYMSPE048625,SYMSPE040856;SYMSPE033411;SYMSPE059622,SYMSPE018104,SYMSPE010549;SYMSPE064183;SYMSPE045824;SYMSPE046455;SYMSPE078423;SYMSPE084465,SYMSPE037904,,,,SYMSPE032472;SYMSPE065877;SYMSPE025185;SYMSPE058821;SYMSPE082689;SYMSPE015912;SYMSPE034140,SYMSPE065715;SYMSPE078290;SYMSPE080652;SYMSPE071513;SYMSPE049675;SYMSPE060847,SYMSPE022441;SYMSPE039727;SYMSPE036224;SYMSPE012301,SYMSPE049442,SYMSPE017867;SYMSPE073060;SYMSPE051852;SYMSPE015325;SYMSPE023236,SYMSPE070901,SYMSPE048605;SYMSPE074184,,,SYMSPE042123,SYMSPE017493,,,,SYMSPE019445,,,,,,,,,
CHRVEL,505693,Alveolata,Chromera velia,eukaryota_odb151,66.27906977,,,11.24031008,22.48062016,False,https://cryptodb.org/common/downloads/Current_Release/CveliaCCMP2878/fasta/data/CryptoDB-56_CveliaCCMP2878_AnnotatedProteins.fasta,,20220419,generic,CryptoDB-56_CveliaCCMP2878_AnnotatedProteins.fasta,genome,https://cryptodb.org/common/downloads/Current_Release/CveliaCCMP2878/fasta/data/CryptoDB-59_CveliaCCMP2878_Genome.fasta,CHRVEL031625,CHRVEL026157,,,,,CHRVEL027124,CHRVEL023788,CHRVEL026515,CHRVEL030176,CHRVEL006395;CHRVEL012389,CHRVEL021328,CHRVEL007259,CHRVEL027851,CHRVEL000181,,,,,,,,,,,,,,,,,
VITBRA,1169539,Alveolata,Vitrella brassicaformis,eukaryota_odb152,78.59922179,,,7.003891051,14.39688716,True,ftp://ftp.ensemblgenomes.org:21/pub/release-34/protists/fasta/protists_alveolata1_collection/vitrella_brassicaformis_ccmp3155/pep/Vitrella_brassicaformis_ccmp3155.Vbrassicaformis.pep.all.fa.gz,,euk4,ensembl,Vitrella_brassicaformis_ccmp3155.Vbrassicaformis.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/release-34/protists/fasta/protists_alveolata1_collection/vitrella_brassicaformis_ccmp3155/dna/Vitrella_brassicaformis_ccmp3155.Vbrassicaformis.dna.toplevel.fa.gz,VITBRA003781,VITBRA005598,,,,VITBRA016935,VITBRA014972,VITBRA005486,VITBRA003157,VITBRA011122,VITBRA006349,VITBRA013917,VITBRA011191,VITBRA021989,VITBRA006715,,VITBRA013591,VITBRA019616,,,,VITBRA015522;VITBRA015542,VITBRA006445,,VITBRA008915,VITBRA015319,VITBRA020048,VITBRA000268,VITBRA011690,VITBRA003174,,
